accepteur,age,credit1M,isFraude,nbTransactions1h,nbTransactions24h,securizedTransaction
LEBONCOIN,20,900,0,1,1,False
AMAZON,38,686,0,0,1,False
AIRFRANCE,48,1200,0,0,3,False
ZARA,43,1500,0,1,1,True
LEBONCOIN,50,1195,0,0,1,False
EASYJET,71,1400,0,0,1,False
EASYJET,63,700,0,0,0,False
EASYJET,28,1707,0,0,0,False
ZARA,42,1700,0,1,2,False
HM,20,400,0,0,0,False
LEBONCOIN,49,898,0,0,1,False
UBER,25,1900,0,0,8,False
AMAZON,25,2488,0,0,1,False
GOOGLE,26,2800,0,1,9,False
GOOGLE,32,2027,0,0,0,False
AIRFRANCE,69,7100,0,0,1,False
AMAZON,68,6900,0,0,1,False
AIRFRANCE,81,900,0,0,0,False
HM,26,1400,0,0,0,False
GOOGLE,24,2000,0,2,2,True
LEBONCOIN,43,1191,0,0,0,False
AMAZON,57,3900,0,0,0,False
AIRFRANCE,67,1200,0,0,1,False
GOOGLE,22,700,0,1,1,False
GOOGLE,28,2800,0,2,9,True
LEBONCOIN,43,1037,0,0,1,False
LEBONCOIN,39,1077,0,0,0,True
EASYJET,68,1100,0,0,1,False
GOOGLE,20,400,0,0,2,False
HM,47,2400,0,1,2,False
PAYPAL,29,1600,0,0,5,False
LEBONCOIN,24,1500,0,1,8,False
GOOGLE,28,2800,0,2,5,True
PAYPAL,81,2600,0,2,2,False
EASYJET,81,1400,0,0,0,False
LEBONCOIN,29,1500,0,0,5,False
AMAZON,21,1400,0,3,5,True
GOOGLE,20,1400,0,2,3,False
GOOGLE,28,3200,0,0,0,False
PAYPAL,52,2022,0,1,1,True
ZARA,22,1400,0,1,3,True
AIRFRANCE,79,900,0,0,0,True
AIRFRANCE,45,3500,0,0,0,False
GOOGLE,18,1100,0,0,0,False
GOOGLE,20,1100,0,0,0,False
GOOGLE,28,1600,0,0,0,False
EASYJET,43,1640,0,0,1,False
GOOGLE,58,700,0,1,1,False
AIRFRANCE,75,700,0,0,1,False
ZARA,45,1200,0,0,2,True
AMAZON,60,2900,0,0,0,False
UBER,60,1400,0,4,7,False
LEBONCOIN,49,2700,0,0,3,False
GOOGLE,26,1800,0,0,7,True
AIRFRANCE,46,7000,0,0,0,False
HM,20,2600,0,1,3,False
GOOGLE,23,800,0,1,1,False
AIRFRANCE,29,1500,0,4,7,False
AMAZON,38,1400,0,4,4,False
UBER,63,2500,0,0,5,True
LEBONCOIN,27,1700,0,0,8,False
ZARA,45,1700,0,4,5,False
GOOGLE,24,1700,0,0,9,True
GOOGLE,86,1000,1,5,14,False
AMAZON,68,4200,0,0,0,True
HM,41,1400,0,0,1,False
GOOGLE,48,1025,0,0,0,False
EASYJET,80,900,0,0,1,False
LEBONCOIN,39,1022,0,0,0,False
PAYPAL,24,2300,0,0,2,False
GOOGLE,25,3300,0,0,0,False
AMAZON,46,800,0,0,1,False
ZARA,46,2200,0,0,0,False
PAYPAL,85,1400,1,4,6,False
LEBONCOIN,47,668,0,0,0,False
GOOGLE,47,902,0,0,0,False
EASYJET,83,1100,0,0,1,False
LEBONCOIN,30,1300,0,0,0,False
GOOGLE,20,2900,0,1,6,True
PAYPAL,37,1100,0,1,8,False
AIRFRANCE,35,1710,0,1,1,True
HM,51,1605,0,0,1,False
LEBONCOIN,29,2300,0,0,2,True
EASYJET,23,1800,0,0,3,False
LEBONCOIN,39,2143,0,0,0,False
GOOGLE,25,3600,0,0,1,False
HM,45,2600,0,0,0,True
AIRFRANCE,62,5800,0,0,1,True
GOOGLE,47,897,0,0,1,True
LEBONCOIN,23,2100,0,0,0,True
ZARA,43,2200,0,0,0,False
AMAZON,46,2571,0,0,0,False
AIRFRANCE,64,2700,0,0,0,False
ZARA,49,1900,0,0,0,False
GOOGLE,38,753,0,0,0,False
GOOGLE,22,2400,0,2,3,False
HM,53,2545,0,0,1,False
UBER,23,1500,0,1,7,False
ZARA,42,2000,0,0,0,False
LEBONCOIN,41,1600,0,1,1,False
AIRFRANCE,71,1700,0,0,0,False
ZARA,49,1800,0,1,2,False
HM,24,2000,0,1,3,True
AIRFRANCE,66,6000,0,0,0,False
LEBONCOIN,35,2100,0,0,0,True
LEBONCOIN,19,600,0,1,1,False
ZARA,33,1992,0,1,1,False
GOOGLE,38,618,0,0,0,False
AIRFRANCE,73,1300,0,0,1,True
AIRFRANCE,66,2700,0,0,0,True
UBER,30,2050,0,1,1,False
GOOGLE,28,1500,0,0,0,True
LEBONCOIN,23,600,0,0,0,False
AMAZON,78,2200,0,1,2,False
GOOGLE,40,970,0,0,0,False
ZARA,42,1400,0,0,3,False
GOOGLE,22,1100,0,0,2,False
GOOGLE,27,1400,0,1,3,False
GOOGLE,25,2500,0,1,1,False
GOOGLE,21,1700,0,2,5,True
LEBONCOIN,40,867,0,0,0,False
AMAZON,51,1066,0,0,1,False
AIRFRANCE,51,4500,0,0,1,True
AMAZON,61,5400,0,0,1,False
ZARA,43,2600,0,2,3,False
GOOGLE,23,800,0,0,0,False
HM,52,2235,0,0,1,False
EASYJET,29,1900,0,0,0,True
LEBONCOIN,18,300,0,0,0,False
LEBONCOIN,40,2100,0,1,1,True
LEBONCOIN,26,1700,0,1,6,False
ZARA,38,2700,0,0,3,True
HM,34,2100,0,1,2,True
GOOGLE,76,2100,1,3,26,False
GOOGLE,23,1000,0,1,1,False
LEBONCOIN,20,700,0,0,1,False
GOOGLE,19,3400,0,1,1,False
AMAZON,48,695,0,0,1,False
ZARA,37,1700,0,0,3,False
GOOGLE,20,500,0,0,0,False
AMAZON,45,506,0,0,0,False
GOOGLE,27,1800,0,0,9,False
AIRFRANCE,40,4500,0,0,0,True
PAYPAL,28,3500,0,2,8,False
LEBONCOIN,19,300,0,0,0,False
ZARA,30,2100,0,1,2,False
GOOGLE,22,900,0,0,2,False
AMAZON,38,500,0,0,1,False
HM,19,300,0,1,1,False
ZARA,20,1200,0,1,1,True
GOOGLE,30,1913,0,0,1,True
AMAZON,44,1548,0,0,0,True
GOOGLE,22,1600,0,1,3,True
GOOGLE,20,2600,0,1,4,False
HM,45,2786,0,0,1,False
HM,18,1000,0,1,2,False
ZARA,49,2000,0,1,1,False
UBER,31,1524,0,0,0,False
ZARA,51,2796,0,0,0,False
ZARA,47,1700,0,0,3,False
AIRFRANCE,75,1700,0,0,0,False
AIRFRANCE,50,5800,0,0,0,False
AIRFRANCE,46,4800,0,0,1,False
AMAZON,47,4900,0,0,1,False
GOOGLE,62,1100,0,1,1,False
GOOGLE,25,3800,0,2,5,True
HM,21,1600,0,0,0,False
GOOGLE,22,1500,0,0,5,False
GOOGLE,22,3700,0,2,4,False
HM,34,1800,0,0,1,False
GOOGLE,21,800,0,0,0,False
AMAZON,69,4400,0,0,1,False
UBER,27,2100,0,1,1,True
GOOGLE,19,3400,0,0,3,False
AIRFRANCE,53,1600,0,2,2,False
GOOGLE,25,1700,0,1,7,True
GOOGLE,19,2200,0,2,8,False
HM,20,800,0,0,0,False
ZARA,21,2600,0,1,1,False
UBER,41,1535,0,1,1,False
UBER,29,1800,0,0,9,False
PAYPAL,22,1900,0,0,3,False
AIRFRANCE,80,2400,0,4,5,True
AIRFRANCE,52,1957,0,1,1,False
LEBONCOIN,47,542,0,0,1,False
ZARA,23,2500,0,1,3,True
HM,24,2200,0,0,3,True
ZARA,50,800,0,0,0,False
GOOGLE,25,1400,0,0,8,False
AMAZON,67,3400,0,0,0,False
LEBONCOIN,48,1017,0,0,0,False
AMAZON,44,686,0,0,1,False
PAYPAL,28,2200,0,1,7,False
GOOGLE,51,1813,0,1,1,False
EASYJET,46,2357,0,0,1,False
HM,24,1000,0,1,1,True
HM,23,1400,0,0,2,False
AIRFRANCE,41,2131,0,1,1,False
AIRFRANCE,63,900,0,0,0,True
GOOGLE,29,3500,0,0,9,False
GOOGLE,25,3600,0,2,2,False
AIRFRANCE,66,6400,0,0,0,True
GOOGLE,23,1100,0,1,2,True
LEBONCOIN,59,3100,0,3,5,False
UBER,28,1700,0,1,8,False
GOOGLE,24,2400,0,0,7,False
LEBONCOIN,41,582,0,0,0,True
GOOGLE,18,500,0,1,2,False
GOOGLE,46,1196,0,0,0,False
AIRFRANCE,49,4600,0,0,1,False
AMAZON,45,1800,0,3,4,True
AMAZON,39,3500,0,0,2,False
GOOGLE,29,2900,0,0,0,False
GOOGLE,23,3700,0,2,8,True
AIRFRANCE,73,1100,0,0,1,True
AIRFRANCE,65,7000,0,0,1,False
GOOGLE,18,300,0,0,2,True
PAYPAL,29,1400,0,0,5,True
GOOGLE,28,2100,0,0,7,False
EASYJET,29,1700,0,0,8,False
LEBONCOIN,27,1600,0,0,2,False
GOOGLE,19,700,0,1,1,False
GOOGLE,49,1969,0,0,0,False
AMAZON,50,4700,0,0,1,False
GOOGLE,26,1400,0,2,2,True
AIRFRANCE,77,800,0,4,9,False
AIRFRANCE,62,2500,0,0,0,False
EASYJET,26,2100,0,1,1,True
GOOGLE,20,900,0,1,1,False
EASYJET,89,1400,0,0,1,False
GOOGLE,60,3400,0,3,6,False
LEBONCOIN,48,528,0,0,0,True
GOOGLE,22,2700,0,1,6,True
AIRFRANCE,72,700,0,0,0,True
UBER,19,2900,0,1,4,False
UBER,43,2683,0,1,1,False
GOOGLE,18,3000,0,1,7,False
GOOGLE,23,2700,0,1,7,True
UBER,26,1400,0,0,1,False
UBER,29,1700,0,0,0,False
UBER,26,2300,0,0,8,True
AMAZON,37,2750,0,0,0,False
GOOGLE,21,700,0,1,1,False
LEBONCOIN,22,800,0,1,1,False
HM,32,2300,0,0,3,True
HM,44,2496,0,0,0,False
HM,47,1800,0,0,0,False
GOOGLE,18,2000,0,0,4,False
LEBONCOIN,47,1789,0,1,1,True
LEBONCOIN,24,400,0,0,0,False
AMAZON,46,3300,0,0,1,True
AMAZON,49,4300,0,0,0,False
GOOGLE,29,3100,0,2,5,True
AMAZON,48,1750,0,1,1,False
UBER,29,2200,0,1,7,False
LEBONCOIN,38,1500,0,0,2,False
AMAZON,61,2700,0,0,4,True
AMAZON,63,6900,0,0,1,False
PAYPAL,43,1100,0,1,4,True
GOOGLE,27,1500,0,1,6,False
ZARA,45,1741,0,0,0,False
AIRFRANCE,68,5000,0,0,0,False
PAYPAL,50,1866,0,1,1,False
AIRFRANCE,67,1400,0,0,1,False
GOOGLE,19,1000,0,1,2,False
LEBONCOIN,20,700,0,0,1,False
EASYJET,73,1000,0,0,1,False
AMAZON,41,7000,0,0,0,False
AIRFRANCE,67,4100,0,0,0,True
PAYPAL,24,2300,0,0,7,False
AIRFRANCE,43,5400,0,0,0,False
GOOGLE,51,695,0,0,1,False
GOOGLE,25,1700,0,0,7,False
LEBONCOIN,30,2225,0,1,1,False
AIRFRANCE,69,800,0,0,0,False
AIRFRANCE,70,1500,0,0,1,False
UBER,27,1500,0,0,8,True
LEBONCOIN,42,1600,0,1,1,False
GOOGLE,25,2900,0,0,5,False
AMAZON,40,4100,0,0,0,False
AMAZON,69,3800,0,0,1,False
AIRFRANCE,72,1700,0,0,0,False
AIRFRANCE,61,3200,0,0,1,False
GOOGLE,22,3800,0,2,6,True
AMAZON,39,1150,0,0,0,False
AMAZON,42,746,0,0,0,False
HM,23,800,0,1,2,False
AIRFRANCE,46,5300,0,0,1,False
AIRFRANCE,71,900,0,0,1,False
GOOGLE,26,3300,0,2,4,False
GOOGLE,24,1100,0,0,1,False
LEBONCOIN,19,900,0,0,0,False
AIRFRANCE,79,1700,0,0,0,False
LEBONCOIN,20,1000,0,0,2,False
AMAZON,45,3100,0,2,3,False
UBER,61,2700,1,0,2,False
HM,38,2700,0,1,3,False
EASYJET,22,2000,0,0,0,False
LEBONCOIN,41,602,0,0,0,False
GOOGLE,47,780,0,0,0,True
AMAZON,48,509,0,0,1,False
HM,24,700,0,0,0,False
EASYJET,65,1700,0,0,1,False
GOOGLE,19,1400,0,0,9,False
AMAZON,45,5200,0,0,0,False
ZARA,34,1600,0,0,0,False
GOOGLE,18,2300,0,2,5,False
AMAZON,39,630,0,0,1,True
AMAZON,46,500,0,0,1,False
GOOGLE,43,924,0,0,0,False
LEBONCOIN,23,2200,0,0,3,False
GOOGLE,27,3300,0,0,2,False
HM,28,2400,0,0,3,False
LEBONCOIN,38,941,0,0,0,False
HM,32,2700,0,1,1,False
LEBONCOIN,47,1112,0,0,0,True
GOOGLE,25,3300,0,0,3,False
AIRFRANCE,53,3300,0,0,1,False
ZARA,32,2100,0,0,2,True
GOOGLE,22,2800,0,0,9,False
LEBONCOIN,21,700,0,0,0,True
HM,24,800,0,0,1,False
EASYJET,36,1772,0,0,0,True
PAYPAL,22,2100,0,0,7,True
AIRFRANCE,69,7000,0,0,1,False
GOOGLE,25,3400,0,0,2,False
GOOGLE,22,3800,0,2,5,True
EASYJET,86,1200,0,0,1,False
GOOGLE,20,2300,0,0,2,False
LEBONCOIN,21,500,0,0,0,False
EASYJET,61,1500,0,0,0,False
GOOGLE,23,3300,0,0,6,False
LEBONCOIN,23,1600,0,1,1,True
AIRFRANCE,62,1200,0,0,1,False
PAYPAL,25,1700,0,0,7,False
AMAZON,68,5900,0,0,1,False
AMAZON,53,2653,0,1,1,False
GOOGLE,27,1400,0,0,0,True
EASYJET,33,2189,0,0,0,False
ZARA,40,2700,0,1,1,True
GOOGLE,45,1127,0,0,1,True
LEBONCOIN,26,1500,0,0,3,True
LEBONCOIN,72,3000,0,3,9,False
GOOGLE,25,2000,0,1,2,False
AIRFRANCE,66,1600,0,0,1,True
GOOGLE,29,3600,0,1,7,False
PAYPAL,53,2659,0,0,0,False
GOOGLE,42,831,0,0,1,False
AIRFRANCE,39,2110,0,1,1,False
AIRFRANCE,61,900,0,0,1,False
AIRFRANCE,48,4500,0,0,1,False
GOOGLE,51,756,0,0,0,True
LEBONCOIN,37,1700,0,0,1,False
AIRFRANCE,79,700,0,0,1,False
ZARA,24,2000,0,1,3,False
GOOGLE,24,2100,0,0,0,False
ZARA,33,1300,0,1,3,False
AIRFRANCE,62,800,0,0,1,False
AMAZON,88,2700,0,3,4,False
AIRFRANCE,56,4700,0,0,1,False
EASYJET,46,2646,0,0,0,False
HM,23,1500,0,1,3,False
GOOGLE,45,927,0,0,0,False
AIRFRANCE,89,900,0,0,0,True
AIRFRANCE,84,900,0,0,0,False
GOOGLE,40,873,0,0,0,False
UBER,26,1795,0,1,1,True
LEBONCOIN,23,400,0,0,1,False
GOOGLE,50,942,0,0,1,False
GOOGLE,19,800,0,1,1,False
AMAZON,60,7400,0,0,0,True
EASYJET,85,1500,0,0,1,False
AIRFRANCE,68,3500,0,4,7,False
AIRFRANCE,67,5400,0,0,0,False
GOOGLE,20,3700,0,1,2,False
PAYPAL,40,1574,0,1,1,True
EASYJET,25,1900,0,1,4,False
GOOGLE,26,3000,0,0,0,False
GOOGLE,39,1878,0,1,1,False
EASYJET,87,1700,0,0,1,False
GOOGLE,18,3700,0,2,4,False
AIRFRANCE,87,800,0,0,0,False
GOOGLE,25,1600,0,2,6,False
AMAZON,67,2700,0,0,1,False
AMAZON,66,7400,0,0,0,False
GOOGLE,20,2800,0,1,5,False
AIRFRANCE,29,2741,0,0,0,False
LEBONCOIN,42,2319,0,0,1,False
ZARA,85,2600,0,2,9,False
PAYPAL,25,2900,1,0,0,False
UBER,82,1400,0,1,4,True
AIRFRANCE,69,1500,0,0,1,False
HM,20,700,0,0,0,False
AIRFRANCE,63,800,0,0,1,False
EASYJET,29,2300,0,0,9,False
LEBONCOIN,18,500,0,0,0,False
AMAZON,45,3300,0,0,1,True
EASYJET,29,2100,0,0,0,False
LEBONCOIN,39,974,0,0,1,True
PAYPAL,25,1600,0,0,5,False
UBER,26,1700,0,1,1,False
AMAZON,43,1152,0,0,1,True
AIRFRANCE,89,1400,0,0,1,False
GOOGLE,23,3000,0,0,3,True
AIRFRANCE,34,3100,0,1,1,False
AIRFRANCE,83,1700,0,0,0,False
LEBONCOIN,28,1400,0,0,6,True
GOOGLE,20,2900,0,2,6,False
PAYPAL,69,1700,0,1,1,False
AIRFRANCE,63,800,0,0,1,True
AIRFRANCE,28,2436,0,0,1,False
GOOGLE,25,3700,0,1,8,False
GOOGLE,24,400,0,0,1,True
GOOGLE,24,3600,0,0,0,False
GOOGLE,21,600,0,0,0,False
HM,24,700,0,1,1,False
LEBONCOIN,47,1049,0,0,0,False
HM,52,1500,0,0,0,False
GOOGLE,23,2400,0,0,7,True
GOOGLE,26,2400,0,1,9,False
EASYJET,65,1600,0,0,0,True
UBER,24,1900,0,1,9,True
GOOGLE,27,2200,0,0,5,False
LEBONCOIN,20,800,0,0,2,True
LEBONCOIN,39,1100,0,0,1,True
AMAZON,34,1500,0,1,5,False
GOOGLE,23,2400,0,0,7,True
UBER,48,2369,0,0,1,True
EASYJET,23,2200,0,0,6,False
AIRFRANCE,78,1300,0,0,0,False
HM,23,1100,0,0,0,False
AMAZON,43,2500,0,0,0,False
HM,46,2700,0,0,1,True
EASYJET,85,1200,0,0,1,False
GOOGLE,21,3500,0,1,7,True
ZARA,47,2228,0,0,1,True
AIRFRANCE,68,800,0,0,1,False
AIRFRANCE,84,2000,0,0,2,False
AMAZON,47,848,0,0,1,False
AIRFRANCE,87,1100,0,0,1,True
AIRFRANCE,58,3200,0,0,1,False
AIRFRANCE,71,1300,0,0,0,True
LEBONCOIN,38,1171,0,0,0,True
AIRFRANCE,88,800,0,0,1,True
GOOGLE,23,3500,0,1,1,False
GOOGLE,42,1156,0,0,0,False
AMAZON,44,7300,0,0,1,True
ZARA,43,1788,0,0,1,False
LEBONCOIN,49,751,0,0,0,False
LEBONCOIN,49,617,0,0,0,False
HM,23,900,0,0,1,False
HM,21,1900,0,1,3,False
GOOGLE,28,2200,0,1,1,False
AIRFRANCE,40,6100,0,0,0,True
AMAZON,61,2400,0,0,6,False
HM,21,700,0,0,1,False
AIRFRANCE,48,6700,0,0,0,False
LEBONCOIN,50,2188,0,0,0,False
HM,42,1538,0,0,0,True
ZARA,27,700,0,1,1,False
AMAZON,73,1700,1,0,5,False
GOOGLE,20,600,0,0,0,False
GOOGLE,27,3300,0,0,9,False
GOOGLE,18,3200,0,1,4,False
LEBONCOIN,25,1500,0,1,6,False
GOOGLE,21,1100,0,0,0,False
PAYPAL,27,2100,0,1,5,True
UBER,29,1700,0,1,4,True
UBER,25,2100,0,1,7,False
AMAZON,62,7200,0,0,1,False
GOOGLE,24,3100,0,2,8,False
AMAZON,46,584,0,0,1,False
GOOGLE,19,2300,0,2,6,True
GOOGLE,22,1700,0,0,6,True
AMAZON,41,1019,0,0,0,True
AIRFRANCE,43,4400,0,0,1,False
ZARA,24,2200,0,1,3,False
LEBONCOIN,20,600,0,1,1,True
LEBONCOIN,41,2250,0,1,1,False
LEBONCOIN,19,800,0,1,2,True
AIRFRANCE,26,2294,0,1,1,False
AMAZON,47,772,0,0,1,False
LEBONCOIN,87,1800,0,0,4,True
AMAZON,49,830,0,0,1,False
LEBONCOIN,36,1900,0,0,1,True
GOOGLE,24,2900,0,0,6,False
GOOGLE,24,3200,0,0,5,True
AIRFRANCE,69,1300,0,0,1,False
AIRFRANCE,54,1500,0,1,2,False
AMAZON,50,4800,0,0,0,False
GOOGLE,50,1106,0,0,1,False
PAYPAL,67,1100,0,0,0,False
GOOGLE,23,3000,0,1,1,False
EASYJET,66,1000,0,0,0,False
PAYPAL,53,2289,0,1,1,True
HM,21,800,0,0,2,False
LEBONCOIN,25,1734,0,1,1,True
GOOGLE,21,2700,0,1,1,True
ZARA,48,2800,0,0,5,False
LEBONCOIN,34,2600,0,1,1,True
EASYJET,29,1400,0,1,5,False
GOOGLE,19,2300,0,0,0,True
AIRFRANCE,67,2400,0,0,0,False
LEBONCOIN,23,800,0,0,0,False
GOOGLE,28,3500,0,1,2,False
LEBONCOIN,38,1140,0,0,1,True
HM,41,2261,0,0,1,False
GOOGLE,19,1100,0,0,0,True
AIRFRANCE,60,1500,0,0,0,True
LEBONCOIN,47,1106,0,0,1,False
LEBONCOIN,30,1700,0,0,3,False
ZARA,28,1400,0,0,0,False
HM,24,800,0,1,2,True
EASYJET,26,1500,0,0,1,False
EASYJET,76,1400,0,0,1,False
HM,24,600,0,0,0,False
HM,36,1800,0,0,3,False
UBER,24,1600,0,0,0,True
EASYJET,22,1500,0,0,7,True
LEBONCOIN,48,740,0,0,0,True
HM,20,1600,0,1,1,False
ZARA,20,1300,0,0,0,False
EASYJET,75,1100,0,0,0,True
HM,19,800,0,1,2,False
LEBONCOIN,66,2000,0,0,0,True
HM,39,1200,0,0,0,False
UBER,30,1790,0,0,0,False
AMAZON,62,4900,0,0,1,False
GOOGLE,50,688,0,0,1,False
GOOGLE,23,2000,0,2,4,False
AIRFRANCE,40,2900,0,0,0,False
PAYPAL,20,2000,0,3,5,False
GOOGLE,27,2700,0,1,7,False
LEBONCOIN,24,600,0,1,2,False
GOOGLE,42,1023,0,0,1,True
EASYJET,32,2502,0,0,0,False
AIRFRANCE,64,6600,0,0,0,False
AMAZON,44,7700,0,0,0,False
AIRFRANCE,55,5200,0,0,0,False
GOOGLE,22,3400,0,1,5,False
GOOGLE,18,3200,0,0,9,True
LEBONCOIN,45,617,0,0,1,True
AIRFRANCE,77,1100,0,0,1,False
LEBONCOIN,25,1400,0,1,3,False
AIRFRANCE,73,1500,0,0,1,False
AIRFRANCE,50,1100,0,4,9,False
HM,35,2500,0,0,2,False
LEBONCOIN,22,2100,0,0,0,True
GOOGLE,43,1134,0,0,0,False
LEBONCOIN,38,1087,0,0,0,False
GOOGLE,19,800,0,1,2,True
AMAZON,59,3000,0,0,0,False
AIRFRANCE,83,1400,0,0,0,False
EASYJET,32,2753,0,0,0,True
AMAZON,46,7700,0,0,1,False
AIRFRANCE,56,5300,0,0,1,False
HM,22,1100,0,0,2,False
LEBONCOIN,48,1200,0,0,0,True
HM,49,1700,0,0,0,False
AIRFRANCE,60,6500,0,0,0,True
LEBONCOIN,27,1800,0,0,3,False
ZARA,37,2461,0,0,0,False
EASYJET,25,1400,0,0,8,False
AMAZON,41,1116,0,0,0,False
EASYJET,27,1400,0,0,0,False
GOOGLE,18,1500,0,1,9,True
LEBONCOIN,26,1500,0,0,9,False
EASYJET,82,1400,0,0,1,True
LEBONCOIN,40,744,0,0,0,False
HM,20,700,0,0,1,False
EASYJET,23,2000,0,0,0,False
ZARA,39,1200,0,1,1,False
ZARA,35,1800,0,0,0,False
GOOGLE,23,1400,0,0,8,False
AIRFRANCE,47,2491,0,0,0,True
AMAZON,32,2209,0,0,0,False
LEBONCOIN,24,2600,0,0,0,False
ZARA,22,1800,0,0,2,True
HM,27,2584,0,0,1,False
AMAZON,69,3800,0,0,1,False
GOOGLE,20,2100,0,1,1,False
AMAZON,42,568,0,0,1,False
ZARA,56,3300,0,0,5,True
GOOGLE,74,2500,1,1,4,False
PAYPAL,64,900,0,1,8,True
LEBONCOIN,51,900,0,4,4,False
AMAZON,45,7300,0,0,1,False
LEBONCOIN,29,2200,0,0,0,True
LEBONCOIN,28,1700,0,1,8,True
AMAZON,40,1066,0,0,0,False
LEBONCOIN,45,700,0,0,2,False
GOOGLE,24,800,0,0,2,True
GOOGLE,23,2300,0,1,1,False
GOOGLE,21,2200,0,0,6,False
GOOGLE,28,1789,0,0,0,True
LEBONCOIN,18,300,0,0,0,False
GOOGLE,20,3600,0,0,2,True
AMAZON,42,561,0,0,0,False
LEBONCOIN,20,700,0,1,2,False
PAYPAL,54,2552,0,0,1,False
GOOGLE,18,2300,0,0,2,False
AMAZON,53,2047,0,1,1,True
GOOGLE,19,1700,0,1,1,True
UBER,40,2084,0,0,0,False
GOOGLE,20,2500,1,4,26,False
GOOGLE,25,2400,0,0,9,False
ZARA,31,2549,0,0,0,False
AIRFRANCE,82,1000,0,0,1,False
GOOGLE,21,600,0,0,1,True
GOOGLE,33,2773,0,0,0,False
GOOGLE,25,1400,0,1,9,True
LEBONCOIN,30,2600,0,0,0,False
AIRFRANCE,48,5800,0,0,1,False
HM,32,2400,0,1,3,False
EASYJET,77,900,0,0,0,False
AIRFRANCE,50,7300,0,0,0,False
LEBONCOIN,45,1300,0,0,2,True
HM,22,500,0,0,1,False
HM,23,900,0,0,1,False
GOOGLE,20,2700,0,0,0,False
LEBONCOIN,18,600,0,1,1,False
LEBONCOIN,40,2000,0,1,3,False
ZARA,28,1700,0,0,0,False
AMAZON,40,7500,0,0,0,False
GOOGLE,20,300,0,1,2,False
AMAZON,35,2399,0,0,1,False
GOOGLE,20,3900,0,1,7,False
GOOGLE,26,2300,0,1,2,False
PAYPAL,67,3300,0,3,3,False
PAYPAL,54,2500,0,1,3,False
ZARA,29,2077,0,0,0,False
LEBONCOIN,41,2400,0,1,3,True
LEBONCOIN,23,1600,0,1,5,False
AMAZON,43,1091,0,0,1,False
PAYPAL,24,1600,0,1,9,False
HM,47,2600,0,0,1,False
HM,24,1900,0,1,2,True
LEBONCOIN,49,1400,0,1,1,True
GOOGLE,22,2200,0,2,2,False
AIRFRANCE,65,4900,0,0,1,False
EASYJET,85,1300,0,0,0,True
HM,23,2600,0,0,2,False
ZARA,29,2300,0,1,1,True
GOOGLE,21,900,0,1,1,False
AMAZON,67,7600,0,0,1,False
LEBONCOIN,21,1600,0,0,2,True
UBER,22,1400,0,0,5,False
LEBONCOIN,21,800,0,0,2,False
PAYPAL,52,2600,0,1,4,True
ZARA,45,1300,0,1,2,False
LEBONCOIN,41,2300,0,0,2,False
AIRFRANCE,58,5400,0,0,1,False
AIRFRANCE,65,900,0,0,0,False
AMAZON,51,1163,0,0,1,False
GOOGLE,21,2300,0,2,7,False
GOOGLE,47,1006,0,0,1,False
LEBONCOIN,71,2400,0,2,4,False
GOOGLE,28,1700,0,0,6,False
ZARA,35,2136,0,0,1,False
LEBONCOIN,48,1500,0,0,1,False
PAYPAL,35,1959,0,1,1,False
GOOGLE,21,3200,0,2,7,False
AIRFRANCE,42,6800,0,0,0,False
LEBONCOIN,24,1000,0,0,1,False
AIRFRANCE,80,1600,0,0,1,False
HM,36,2271,0,0,1,False
GOOGLE,19,2000,0,1,8,True
AMAZON,39,672,0,0,1,False
GOOGLE,20,3400,0,1,3,False
AIRFRANCE,61,1200,0,0,0,False
EASYJET,39,1657,0,0,0,False
HM,21,400,0,0,2,False
LEBONCOIN,23,2400,0,0,9,False
AMAZON,50,1900,0,1,9,False
LEBONCOIN,46,835,0,0,1,True
ZARA,76,700,0,0,1,True
AIRFRANCE,57,4000,0,0,1,True
EASYJET,25,1800,0,1,8,False
AMAZON,44,6300,0,0,1,False
AIRFRANCE,81,1800,0,0,5,False
HM,23,1000,0,0,1,False
LEBONCOIN,37,2000,0,0,1,False
LEBONCOIN,24,1700,0,1,6,True
LEBONCOIN,24,1900,0,0,6,False
LEBONCOIN,22,1900,0,0,1,True
ZARA,34,2100,0,1,3,False
EASYJET,81,1600,0,0,0,False
EASYJET,75,700,0,0,1,False
ZARA,84,800,0,4,4,False
UBER,24,2400,0,1,8,False
AMAZON,53,1918,0,0,0,False
LEBONCOIN,45,2100,0,0,2,True
AIRFRANCE,47,4900,0,0,0,True
AIRFRANCE,68,2400,0,0,0,False
GOOGLE,23,1900,0,0,2,False
LEBONCOIN,24,1100,0,1,1,False
GOOGLE,23,2100,0,1,2,False
GOOGLE,22,2800,0,2,7,False
EASYJET,27,1600,0,1,9,False
LEBONCOIN,47,1900,0,1,2,False
LEBONCOIN,51,1186,0,0,0,True
ZARA,40,2600,0,0,0,False
GOOGLE,42,806,0,0,1,True
ZARA,31,1799,0,1,1,False
LEBONCOIN,22,2000,0,0,1,False
GOOGLE,25,2100,0,1,5,False
AMAZON,43,570,0,0,0,True
LEBONCOIN,40,1079,0,0,1,False
LEBONCOIN,49,1045,0,0,1,False
AMAZON,58,4500,0,0,1,False
AMAZON,47,953,0,0,0,False
